game_day,club,step_number,total_steps,difficulty,nationality,pool_size,sample_players,valid_players
132,Liverpool,4,4,The Unicorn,Sweden,1,"[""Alexander Isak""]","[""Alexander Isak""]"
133,Inter,1,4,Easy,Germany,8,"[""Lukas Podolski"", ""Andreas Brehme"", ""Jürgen Klinsmann""]","[""Lukas Podolski"", ""Andreas Brehme"", ""Jürgen Klinsmann"", ""Karl-Heinz Rummenigge"", ""Matthias Sammer"", ""Lothar Matthäus"", ""Robin Gosens"", ""Yann Bisseck""]"
133,Inter,2,4,Medium,Spain,11,"[""Sergio Busquets"", ""Jordi Alba"", ""Borja Valero""]","[""Sergio Busquets"", ""Jordi Alba"", ""Borja Valero"", ""Martín Montoya"", ""Josep Martínez"", ""Alejandro Sanz"", ""Ruxi"", ""Álvaro Muñiz"", ""Francis Suárez"", ""David Haro"", ""Javier Farinós""]"
133,Inter,3,4,Hard,Austria,3,"[""Marko Arnautovic"", ""Valentino Lazaro"", ""Lukas Spendlhofer""]","[""Marko Arnautovic"", ""Valentino Lazaro"", ""Lukas Spendlhofer""]"
133,Inter,4,4,The Unicorn,Japan,2,"[""Yuto Nagatomo"", ""Taiki Kagayama""]","[""Yuto Nagatomo"", ""Taiki Kagayama""]"
134,Bayer Leverkusen,1,4,Easy,Brazil,10,"[""Lúcio"", ""Zé Roberto"", ""Cris""]","[""Lúcio"", ""Zé Roberto"", ""Cris"", ""Emerson"", ""Renato Augusto"", ""Paulinho"", ""Wendell"", ""Arthur"", ""André Ramalho"", ""Carlinhos""]"
134,Bayer Leverkusen,2,4,Medium,Croatia,4,"[""Domagoj Vida"", ""Josip Stanisic"", ""Tin Jedvaj""]","[""Domagoj Vida"", ""Josip Stanisic"", ""Tin Jedvaj"", ""Dario Kresic""]"
134,Bayer Leverkusen,3,4,Hard,Chile,3,"[""Arturo Vidal"", ""Charles Aránguiz"", ""Junior Fernandes""]","[""Arturo Vidal"", ""Charles Aránguiz"", ""Junior Fernandes""]"
134,Bayer Leverkusen,4,4,The Unicorn,Ecuador,1,"[""Piero Hincapié""]","[""Piero Hincapié""]"
135,Marseille,1,4,Easy,Cameroon,11,"[""Frank Anguissa"", ""Georges-Kevin N'Koudou"", ""Olivier Ntcham""]","[""Frank Anguissa"", ""Georges-Kevin N'Koudou"", ""Olivier Ntcham"", ""Nicolas N'Koulou"", ""Jean Onana"", ""Faris Moumbagna"", ""Stéphane Mbia"", ""Clinton N'Jie"", ""Henri Bedimo"", ""François Mughe"", ""Jules Goda""]"
135,Marseille,2,4,Medium,Morocco,8,"[""Nayef Aguerd"", ""Azzedine Ounahi"", ""Amine Harit""]","[""Nayef Aguerd"", ""Azzedine Ounahi"", ""Amine Harit"", ""Medhi Benatia"", ""Oussama Targhalline"", ""Bilal Nadir"", ""Abdelaziz Barrada"", ""Ugo Kadmiri""]"
135,Marseille,3,4,Hard,Gabon,3,"[""Pierre-Emerick Aubameyang"", ""Mario Lemina"", ""Alexander N'Doumbou""]","[""Pierre-Emerick Aubameyang"", ""Mario Lemina"", ""Alexander N'Doumbou""]"
135,Marseille,4,4,The Unicorn,Ukraine,1,"[""Ruslan Malinovskyi""]","[""Ruslan Malinovskyi""]"
136,Villarreal,1,4,Easy,Argentina,18,"[""Giovani Lo Celso"", ""Juan Román Riquelme"", ""Juan Foyth""]","[""Giovani Lo Celso"", ""Juan Román Riquelme"", ""Juan Foyth"", ""Ramiro Funes Mori"", ""Luciano Vietto"", ""Gerónimo Rulli"", ""Mateo Musacchio"", ""Cristian Espinoza"", ""Santiago Cáseres"", ""Thiago Fernández"", ""Marco Ruben"", ""Leo Suárez"", ""Héctor Canteros"", ""Leonardo Sigali"", ""Mariano Barbosa"", ""Gonzalo Castellani"", ""Damián Escudero"", ""Thiago Ojeda""]"
136,Villarreal,2,4,Medium,Senegal,6,"[""Nicolas Jackson"", ""Pape Gueye"", ""Boulaye Dia""]","[""Nicolas Jackson"", ""Pape Gueye"", ""Boulaye Dia"", ""Alfred N'Diaye"", ""Mamadou Mbacke"", ""Alassane Diatta""]"
136,Villarreal,3,4,Hard,Nigeria,2,"[""Samuel Chukwueze"", ""Ikechukwu Uche""]","[""Samuel Chukwueze"", ""Ikechukwu Uche""]"
136,Villarreal,4,4,The Unicorn,Saudi Arabia,1,"[""Salem Al-Dawsari""]","[""Salem Al-Dawsari""]"
137,Tottenham Hotspur,1,4,Easy,Netherlands,8,"[""Xavi Simons"", ""Rafael van der Vaart"", ""Edgar Davids""]","[""Xavi Simons"", ""Rafael van der Vaart"", ""Edgar Davids"", ""Micky van de Ven"", ""Steven Bergwijn"", ""Arnaut Danjuma"", ""Vincent Janssen"", ""Michel Vorm""]"
137,Tottenham Hotspur,2,4,Medium,Brazil,9,"[""Richarlison"", ""Lucas Moura"", ""Emerson Royal""]","[""Richarlison"", ""Lucas Moura"", ""Emerson Royal"", ""Paulinho"", ""Souza"", ""Carlos Vinícius"", ""Sandro"", ""Gilberto"", ""Heurelho Gomes""]"
137,Tottenham Hotspur,3,4,Hard,Sweden,4,"[""Dejan Kulusevski"", ""Lucas Bergvall"", ""Oscar Jansson""]","[""Dejan Kulusevski"", ""Lucas Bergvall"", ""Oscar Jansson"", ""Erik Edman""]"
137,Tottenham Hotspur,4,4,The Unicorn,Bulgaria,1,"[""Dimitar Berbatov""]","[""Dimitar Berbatov""]"
138,Lazio,1,4,Easy,Portugal,10,"[""Nani"", ""Fernando Couto"", ""Pedro Neto""]","[""Nani"", ""Fernando Couto"", ""Pedro Neto"", ""Nuno Tavares"", ""Luís Maximiano"", ""Hélder Postiga"", ""Pereirinha"", ""Bruno Jordão"", ""Sérgio Conceição"", ""Jorge Silva""]"
138,Lazio,2,4,Medium,Spain,13,"[""Pedro"", ""Pepe Reina"", ""Luis Alberto""]","[""Pedro"", ""Pepe Reina"", ""Luis Alberto"", ""Mario Gila"", ""Alfonso Pedraza"", ""Raúl Moro"", ""Jony"", ""Patric"", ""Óscar López"", ""Javier Garrido"", ""Mahamadou Balde"", ""Iván de la Peña"", ""Cristo Muñoz""]"
138,Lazio,3,4,Hard,Denmark,5,"[""Michael Laudrup"", ""Gustav Isaksen"", ""Oliver Provstgaard""]","[""Michael Laudrup"", ""Gustav Isaksen"", ""Oliver Provstgaard"", ""Riza Durmisi"", ""Christian Keller""]"
138,Lazio,4,4,The Unicorn,North Macedonia,1,"[""Goran Pandev""]","[""Goran Pandev""]"
139,Wolfsburg,1,4,Easy,Switzerland,10,"[""Ricardo Rodríguez"", ""Renato Steffen"", ""Kevin Mbabu""]","[""Ricardo Rodríguez"", ""Renato Steffen"", ""Kevin Mbabu"", ""Cédric Zesiger"", ""Diego Benaglio"", ""Admir Mehmedi"", ""Nassim Ben Khalifa"", ""Marwin Hitz"", ""Timm Klose"", ""Francisco Rodríguez""]"
139,Wolfsburg,2,4,Medium,France,7,"[""Maxence Lacroix"", ""Jeanuël Belocian"", ""Saël Kumbedi""]","[""Maxence Lacroix"", ""Jeanuël Belocian"", ""Saël Kumbedi"", ""Josuha Guilavogui"", ""Nicolas Cozza"", ""Mathys Angély"", ""Mamoudou Karamoko""]"
139,Wolfsburg,3,4,Hard,Sweden,3,"[""Mattias Svanberg"", ""Amin Sarr"", ""Rasmus Jönsson""]","[""Mattias Svanberg"", ""Amin Sarr"", ""Rasmus Jönsson""]"
139,Wolfsburg,4,4,The Unicorn,Algeria,1,"[""Mohamed Amoura""]","[""Mohamed Amoura""]"
140,Real Sociedad,1,4,Easy,Spain,136,"[""Mikel Oyarzabal"", ""Martín Zubimendi"", ""Xabi Alonso""]","[""Mikel Oyarzabal"", ""Martín Zubimendi"", ""Xabi Alonso"", ""David Silva"", ""Asier Illarramendi"", ""José Mari Bakero"", ""Txiki Begiristain"", ""Mikel Merino"", ""Robin Le Normand"", ""Carlos Soler"", ""Iñigo Martínez"", ""Brais Méndez"", ""Sergio Canales"", ""Diego Llorente"", ""Álvaro Odriozola"", ""Igor Zubeldia"", ""Jon Pacheco"", ""Jon Martín"", ""Álex Remiro"", ""Jon Gorrotxategi"", ""Portu"", ""Sergio Gómez"", ""Ander Barrenetxea"", ""Aritz Elustondo"", ""Beñat Turrientes"", ""Mikel Arteta"", ""Yuri Berchiche"", ""Gorka Guruzeta"", ""Hugo Duro"", ""Sandro Ramírez"", ""Rubén Pardo"", ""Raúl Tamudo"", ""Robert Navarro"", ""Juanmi"", ""Nacho Monreal"", ""Joseba Zaldua"", ""Urko González de Zárate"", ""Javi López"", ""Dani Díaz"", ""Javi Galán"", ""Joseba Llorente"", ""Roberto López"", ""Carlos Fernández"", ""Andoni Gorosabel"", ""Diego Rico"", ""Pablo Marín"", ""Esteban Granero"", ""Xabi Prieto"", ""Aihen Muñoz"", ""Ander Guevara"", ""Jon Karrikaburu"", ""Miguel Ángel Moya"", ""Toño"", ""Imanol Agirretxe"", ""Héctor Hernández"", ""Raúl Navas"", ""Mikel González"", ""Carlos Martínez"", ""Jon Guridi"", ""Jon Bautista"", ""Julen Lobete"", ""Fran Mérida"", ""Cote"", ""Álex Sola"", ""Jon Ander Olasagasti"", ""Xavi Quintillà"", ""Alberto de la Bella"", ""Javier Garrido"", ""Markel Bergara"", ""David Zurutuza"", ""Asier Riesgo"", ""Luca Sangalli"", ""Juanito"", ""Josep Lluís Martí"", ""José Javier Barkero"", ""Juan Domínguez"", ""Xabier Castillo"", ""Ion Ansotegi"", ""Víctor Casadesús"", ""Arkaitz Mariezkurrena"", ""Nacho"", ""Oier Olazábal"", ""Dani Estrada"", ""Borja Viguera"", ""Gorka Elustondo"", ""Martín Merquelanz"", ""Mikel Labaka"", ""Javi Ros"", ""Pablo Hervías"", ""Eñaut Zubikarai"", ""Mikel Goti"", ""Ibai Aguirre"", ""Jon Gaztañaga"", ""Jon Magunazelaia"", ""Unai Marrero"", ""David Concha"", ""Marco Sangalli"", ""Alain Oyarzun"", ""Aritz Arambarri"", ""Jon Balda"", ""Ander Martín"", ""Iker Hernández"", ""Eneko Capilla"", ""Ander Bardají"", ""Iñaki Rupérez"", ""Andoni Zubiaurre"", ""Luken Beitia"", ""Alberto López"", ""Alberto Dadie"", ""Sergio Rodríguez"", ""Galder Zubizarreta"", ""Jesuli"", ""Diego Asorey"", ""Gorka Carrera"", ""Mikel Alonso"", ""Gari Uranga"", ""Javi Gracia"", ""Igor Gabilondo"", ""Lander Astiazaran"", ""Aitor López Rekarte"", ""Oskitz Estefanía"", ""Juan Ugarte"", ""Paco Sutil"", ""Iñigo Sarasola"", ""Gorka Larrea"", ""Zuhaitz Gurrutxaga"", ""Mikel Aranburu"", ""Sergio Francisco"", ""Iban Zubiaurre"", ""Gerardo García"", ""Daniel Cifuentes"", ""Álvaro Novo"", ""Joseba Etxeberria"", ""Mikel Abaroa"", ""Iñigo Díaz de Cerio"", ""Gaizka Garitano""]"
140,Real Sociedad,2,4,Medium,France,6,"[""Antoine Griezmann"", ""Theo Hernández"", ""Mohamed-Ali Cho""]","[""Antoine Griezmann"", ""Theo Hernández"", ""Mohamed-Ali Cho"", ""Jérémie Bréchet"", ""Naïs Djouahra"", ""Lionel Potillon""]"
140,Real Sociedad,3,4,Hard,Venezuela,2,"[""Yangel Herrera"", ""Jon Aramburu""]","[""Yangel Herrera"", ""Jon Aramburu""]"
140,Real Sociedad,4,4,The Unicorn,Morocco,1,"[""Nayef Aguerd""]","[""Nayef Aguerd""]"
141,Newcastle United,1,4,Easy,England,109,"[""Chris Waddle"", ""Andy Cole"", ""Paul Gascoigne""]","[""Chris Waddle"", ""Andy Cole"", ""Paul Gascoigne"", ""John Barnes"", ""Alan Shearer"", ""Sol Campbell"", ""Michael Owen"", ""Elliot Anderson"", ""Kieran Trippier"", ""Anthony Gordon"", ""James Milner"", ""Jacob Ramsey"", ""Ivan Toney"", ""Tino Livramento"", ""Aaron Ramsdale"", ""Lewis Hall"", ""Joe Willock"", ""Callum Wilson"", ""Harvey Barnes"", ""Lloyd Kelly"", ""Lewis Miley"", ""Matt Targett"", ""Nick Pope"", ""Danny Rose"", ""Andros Townsend"", ""Sean Longstaff"", ""Jonjo Shelvey"", ""Adam Armstrong"", ""Jacob Murphy"", ""Fraser Forster"", ""Dan Burn"", ""Jamaal Lascelles"", ""Andy Carroll"", ""Scott Parker"", ""Freddie Woodman"", ""Jermaine Jenas"", ""Dwight Gayle"", ""James Tavernier"", ""Paul Robinson"", ""Joey Barton"", ""Kevin Nolan"", ""Jack Colback"", ""Matty Longstaff"", ""Leo Shahar"", ""Steven Taylor"", ""Trevan Sanusi"", ""John Ruddy"", ""Danny Simpson"", ""Sammy Ameobi"", ""Danny Guthrie"", ""Ryan Taylor"", ""Dan Barlaser"", ""Mike Williamson"", ""James Perch"", ""Dan Gosling"", ""Luke Amos"", ""Joe White"", ""Steve Harper"", ""Amadou Diallo"", ""Peter Ramage"", ""Darren Ambrose"", ""Nile Ranger"", ""Sean Neave"", ""Lewis Guy"", ""Mark Gillespie"", ""Carl Finnigan"", ""Jak Alnwick"", ""Kell Watts"", ""Ben Parkinson"", ""Adam Campbell"", ""Adam Collin"", ""Michael Ndiweni"", ""Jamie Sterry"", ""Callum Roberts"", ""Tom Allan"", ""Paul Kitson"", ""Wayne Brown"", ""Paul Arnison"", ""Ryan Donaldson"", ""Andy Griffin"", ""Chris Carr"", ""Stuart Green"", ""Alan Smith"", ""Tom English"", ""Darren Peacock"", ""Paul Stephenson"", ""Warren Barton"", ""David Cowan"", ""Fitz Hall"", ""Jamie McClen"", ""Ben Tozer"", ""Nicky Butt"", ""Alan Thompson"", ""Stuart Pearce"", ""Tony Lormor"", ""Jonathan Woodgate"", ""Robin Hulbert"", ""Paul Huntington"", ""Tony Dinning"", ""Steve Guppy"", ""Matty Appleby"", ""Lee Makel"", ""Mark Boyd"", ""Ian Bennett"", ""Jonny Brain"", ""Tony Caig"", ""Ritchie Appleby"", ""Bradley Orr"", ""James Coppinger""]"
141,Newcastle United,2,4,Medium,Scotland,8,"[""Grant Hanley"", ""Ryan Fraser"", ""Matt Ritchie""]","[""Grant Hanley"", ""Ryan Fraser"", ""Matt Ritchie"", ""Harrison Ashby"", ""Gary Caldwell"", ""Stuart Findlay"", ""Colin McMenamin"", ""Steven Caldwell""]"
141,Newcastle United,3,4,Hard,Italy,4,"[""Sandro Tonali"", ""Davide Santon"", ""Antonio Barreca""]","[""Sandro Tonali"", ""Davide Santon"", ""Antonio Barreca"", ""Fabio Vignaroli""]"
141,Newcastle United,4,4,The Unicorn,Paraguay,1,"[""Miguel Almirón""]","[""Miguel Almirón""]"
142,Fiorentina,1,4,Easy,Brazil,18,"[""Pedro"", ""Dunga"", ""Adriano""]","[""Pedro"", ""Dunga"", ""Adriano"", ""Arthur Melo"", ""Gerson"", ""Anderson"", ""Dodô"", ""Igor Julio"", ""Arthur Cabral"", ""Neto"", ""Marcão"", ""Keirrison"", ""Dalbert"", ""Gilberto"", ""Vitor Hugo"", ""Ryder Matos"", ""Luiz Fernando"", ""Edmundo""]"
142,Fiorentina,2,4,Medium,Germany,5,"[""Mario Gomez"", ""Stefan Effenberg"", ""Robin Gosens""]","[""Mario Gomez"", ""Stefan Effenberg"", ""Robin Gosens"", ""Marko Marin"", ""Marvin Compper""]"
142,Fiorentina,3,4,Hard,Romania,5,"[""Adrian Mutu"", ""Ianis Hagi"", ""Louis Munteanu""]","[""Adrian Mutu"", ""Ianis Hagi"", ""Louis Munteanu"", ""Ciprian Tatarusanu"", ""Bogdan Lobont""]"
142,Fiorentina,4,4,The Unicorn,Iceland,1,"[""Albert Gudmundsson""]","[""Albert Gudmundsson""]"
143,Real Betis,1,4,Easy,Brazil,19,"[""Antony"", ""Vitor Roque"", ""Luiz Henrique""]","[""Antony"", ""Vitor Roque"", ""Luiz Henrique"", ""Emerson Royal"", ""Willian José"", ""Natan"", ""Leandro Damião"", ""Abner"", ""Sidnei"", ""Léo Baptistão"", ""Petros"", ""Robert"", ""Adilson"", ""Paulão"", ""Ricardo Oliveira"", ""Jorge Wagner"", ""Fabão"", ""João Fersura"", ""Rafael Sóbis""]"
143,Real Betis,2,4,Medium,Senegal,4,"[""Youssouf Sabaly"", ""Assane Diao"", ""Nobel Mendy""]","[""Youssouf Sabaly"", ""Assane Diao"", ""Nobel Mendy"", ""Alfred N'Diaye""]"
143,Real Betis,3,4,Hard,Chile,3,"[""Claudio Bravo"", ""Felipe Gutiérrez"", ""Lorenzo Reyes""]","[""Claudio Bravo"", ""Felipe Gutiérrez"", ""Lorenzo Reyes""]"
143,Real Betis,4,4,The Unicorn,Japan,1,"[""Takashi Inui""]","[""Takashi Inui""]"
144,Aston Villa,1,4,Easy,Republic of Ireland,17,"[""Robbie Keane"", ""Stephen Ireland"", ""Richard Dunne""]","[""Robbie Keane"", ""Stephen Ireland"", ""Richard Dunne"", ""Shay Given"", ""Callum Robinson"", ""Conor Hourihane"", ""Enda Stevens"", ""Ciaran Clark"", ""Glenn Whelan"", ""Derrick Williams"", ""Seán Dillon"", ""Graham Burke"", ""Kevin Toner"", ""Wayne Henderson"", ""Mark Kinsella"", ""Michael Drennan"", ""Steve Staunton""]"
144,Aston Villa,2,4,Medium,Denmark,5,"[""Peter Schmeichel"", ""Thomas Sörensen"", ""Jores Okore""]","[""Peter Schmeichel"", ""Thomas Sörensen"", ""Jores Okore"", ""Nicklas Helenius"", ""Martin Laursen""]"
144,Aston Villa,3,4,Hard,Egypt,4,"[""Trezeguet"", ""Ahmed Elmohamady"", ""Ahmed El Mohamady""]","[""Trezeguet"", ""Ahmed Elmohamady"", ""Ahmed El Mohamady"", ""Mahmoud Trezeguet""]"
144,Aston Villa,4,4,The Unicorn,Norway,4,"[""Ørjan Nyland"", ""John Carew"", ""Ronny Johnsen""]","[""Ørjan Nyland"", ""John Carew"", ""Ronny Johnsen"", ""Eirik Bakke""]"
145,Atalanta,1,4,Easy,Argentina,10,"[""Cristian Romero"", ""Juan Musso"", ""Papu Gómez""]","[""Cristian Romero"", ""Juan Musso"", ""Papu Gómez"", ""Emiliano Rigoni"", ""José Luis Palomino"", ""Germán Denis"", ""Maxi Moralez"", ""Lionel Scaloni"", ""Carlos Matheu"", ""Facundo Parra""]"
145,Atalanta,2,4,Medium,Denmark,6,"[""Rasmus Højlund"", ""Joakim Maehle"", ""Andreas Cornelius""]","[""Rasmus Højlund"", ""Joakim Maehle"", ""Andreas Cornelius"", ""Simon Kjær"", ""Joakim Mæhle"", ""Magnus Troest""]"
145,Atalanta,3,4,Hard,Ukraine,2,"[""Ruslan Malinovskyi"", ""Viktor Kovalenko""]","[""Ruslan Malinovskyi"", ""Viktor Kovalenko""]"
145,Atalanta,4,4,The Unicorn,United States,1,"[""Yunus Musah""]","[""Yunus Musah""]"
146,Everton,1,4,Easy,Republic of Ireland,11,"[""Séamus Coleman"", ""Jake O'Brien"", ""James McCarthy""]","[""Séamus Coleman"", ""Jake O'Brien"", ""James McCarthy"", ""Tom Cannon"", ""Richard Dunne"", ""Shane Duffy"", ""Mark Travers"", ""Aiden McGeady"", ""Darron Gibson"", ""Harry Charsley"", ""Dean Delany""]"
146,Everton,2,4,Medium,Senegal,4,"[""Idrissa Gueye"", ""Iliman Ndiaye"", ""Oumar Niasse""]","[""Idrissa Gueye"", ""Iliman Ndiaye"", ""Oumar Niasse"", ""Magaye Gueye""]"
146,Everton,3,4,Hard,Italy,2,"[""Marco Materazzi"", ""Moise Kean""]","[""Marco Materazzi"", ""Moise Kean""]"
146,Everton,4,4,The Unicorn,Cameroon,1,"[""Samuel Eto'o""]","[""Samuel Eto'o""]"
147,West Ham United,1,4,Easy,Republic of Ireland,13,"[""Robbie Keane"", ""Evan Ferguson"", ""Josh Cullen""]","[""Robbie Keane"", ""Evan Ferguson"", ""Josh Cullen"", ""Armstrong Oko-Flex"", ""Conor Coventry"", ""Darren Randolph"", ""Joey O'Brien"", ""Sean Maguire"", ""Stephen Henderson"", ""Shaun Byrne"", ""Mipo Odubeko"", ""David Forde"", ""Clive Clarke""]"
147,West Ham United,2,4,Medium,Croatia,5,"[""Mladen Petrić"", ""Nikola Vlašić"", ""Nikica Jelavic""]","[""Mladen Petrić"", ""Nikola Vlašić"", ""Nikica Jelavic"", ""Igor Stimac"", ""Davor Suker""]"
147,West Ham United,3,4,Hard,Cameroon,2,"[""Rigobert Song"", ""Alex Song""]","[""Rigobert Song"", ""Alex Song""]"
147,West Ham United,4,4,The Unicorn,Sweden,1,"[""Freddie Ljungberg""]","[""Freddie Ljungberg""]"
148,Barcelona,1,4,Easy,Netherlands,16,"[""Memphis Depay"", ""Frenkie de Jong"", ""Johan Cruyff""]","[""Memphis Depay"", ""Frenkie de Jong"", ""Johan Cruyff"", ""Frank de Boer"", ""Ronald Koeman"", ""Boudewijn Zenden"", ""Marc Overmars"", ""Phillip Cocu"", ""Giovanni van Bronckhorst"", ""Patrick Kluivert"", ""Ronald de Boer"", ""Edgar Davids"", ""Mark van Bommel"", ""Jasper Cillessen"", ""Luuk de Jong"", ""Ibrahim Afellay""]"
148,Barcelona,2,4,Medium,Denmark,3,"[""Andreas Christensen"", ""Michael Laudrup"", ""Martin Braithwaite""]","[""Andreas Christensen"", ""Michael Laudrup"", ""Martin Braithwaite""]"
148,Barcelona,3,4,Hard,Germany,3,"[""Marc-André ter Stegen"", ""İlkay Gündoğan"", ""Robert Enke""]","[""Marc-André ter Stegen"", ""İlkay Gündoğan"", ""Robert Enke""]"
148,Barcelona,4,4,The Unicorn,Romania,1,"[""Gheorghe Hagi""]","[""Gheorghe Hagi""]"
149,Arsenal,1,4,Easy,Spain,18,"[""Santi Cazorla"", ""Martín Zubimendi"", ""Cesc Fàbregas""]","[""Santi Cazorla"", ""Martín Zubimendi"", ""Cesc Fàbregas"", ""Mikel Merino"", ""Kepa Arrizabalaga"", ""Dani Ceballos"", ""David Raya"", ""Héctor Bellerín"", ""Cristhian Mosquera"", ""José Antonio Reyes"", ""Mikel Arteta"", ""Denis Suárez"", ""Lucas Pérez"", ""Nacho Monreal"", ""Pablo Marí"", ""Ignasi Miquel"", ""Fran Mérida"", ""Manuel Almunia""]"
149,Arsenal,2,4,Medium,Belgium,3,"[""Thomas Vermaelen"", ""Leandro Trossard"", ""Albert Sambi Lokonga""]","[""Thomas Vermaelen"", ""Leandro Trossard"", ""Albert Sambi Lokonga""]"
149,Arsenal,3,4,Hard,Czech Republic,2,"[""Tomáš Rosický"", ""Petr Čech""]","[""Tomáš Rosický"", ""Petr Čech""]"
149,Arsenal,4,4,The Unicorn,Gabon,1,"[""Pierre-Emerick Aubameyang""]","[""Pierre-Emerick Aubameyang""]"
150,Juventus,1,4,Easy,Brazil,20,"[""Diego"", ""Emerson"", ""Danilo""]","[""Diego"", ""Emerson"", ""Danilo"", ""Lúcio"", ""Alex Sandro"", ""Luisão"", ""Dani Alves"", ""Dida"", ""Arthur Melo"", ""Douglas Luiz"", ""Douglas Costa"", ""Bremer"", ""Kaio Jorge"", ""Hernanes"", ""Neto"", ""Matheus Pereira"", ""Gabriel Pires"", ""Rogério"", ""Rubinho"", ""Wesley Gasolina""]"
150,Juventus,2,4,Medium,Sweden,7,"[""Dejan Kulusevski"", ""Zlatan Ibrahimović"", ""Albin Ekdal""]","[""Dejan Kulusevski"", ""Zlatan Ibrahimović"", ""Albin Ekdal"", ""Emil Holm"", ""Jonas Rouhi"", ""Olof Mellberg"", ""Andreas Isaksson""]"
150,Juventus,3,4,Hard,Uruguay,4,"[""Rodrigo Bentancur"", ""Paolo Montero"", ""Martín Cáceres""]","[""Rodrigo Bentancur"", ""Paolo Montero"", ""Martín Cáceres"", ""Rubén Olivera""]"
150,Juventus,4,4,The Unicorn,Nigeria,2,"[""Sunday Oliseh"", ""Benjamin Onwuachi""]","[""Sunday Oliseh"", ""Benjamin Onwuachi""]"
151,Bayern Munich,1,4,Easy,Spain,8,"[""Xabi Alonso"", ""Pepe Reina"", ""Thiago Alcántara""]","[""Xabi Alonso"", ""Pepe Reina"", ""Thiago Alcántara"", ""Javi Martínez"", ""Marc Roca"", ""Álvaro Odriozola"", ""Juan Bernat"", ""Bryan Zaragoza""]"
151,Bayern Munich,2,4,Medium,Portugal,6,"[""João Cancelo"", ""Raphaël Guerreiro"", ""João Palhinha""]","[""João Cancelo"", ""Raphaël Guerreiro"", ""João Palhinha"", ""Renato Sanches"", ""Tiago Dantas"", ""David Santos Daiber""]"
151,Bayern Munich,3,4,Hard,Switzerland,2,"[""Xherdan Shaqiri"", ""Yann Sommer""]","[""Xherdan Shaqiri"", ""Yann Sommer""]"
151,Bayern Munich,4,4,The Unicorn,Italy,1,"[""Luca Toni""]","[""Luca Toni""]"
152,Paris Saint-Germain,1,4,Easy,Brazil,19,"[""Neymar"", ""Marquinhos"", ""Ronaldinho""]","[""Neymar"", ""Marquinhos"", ""Ronaldinho"", ""Thiago Silva"", ""David Luiz"", ""Raí"", ""Rafael Alcântara"", ""Rafinha"", ""Dani Alves"", ""Maxwell"", ""Lucas Moura"", ""Lucas Beraldo"", ""Nenê"", ""Alex"", ""Gabriel Moscardo"", ""André Luiz"", ""Valdo"", ""Aloisio Chulapa"", ""Ceará""]"
152,Paris Saint-Germain,2,4,Medium,Senegal,4,"[""Idrissa Gueye"", ""Abdou Diallo"", ""Ibrahim Mbaye""]","[""Idrissa Gueye"", ""Abdou Diallo"", ""Ibrahim Mbaye"", ""Youssouf Sabaly""]"
152,Paris Saint-Germain,3,4,Hard,England,2,"[""David Beckham"", ""Mason Greenwood""]","[""David Beckham"", ""Mason Greenwood""]"
152,Paris Saint-Germain,4,4,The Unicorn,Belgium,1,"[""Thomas Meunier""]","[""Thomas Meunier""]"
