game_day,target_player,target_nationality,target_position,total_steps,step_number,new_constraint,club,active_constraints,active_clubs,valid_players
21,Dan Ndoye,Switzerland,Attack,4,1,Played for Basel,Basel,"[""Played for Basel""]","[""Basel""]","[""Adama Traoré"", ""Adrian Barisic"", ""Adriano Onyegbule"", ""Afimico Pululu"", ""Albian Ajeti"", ""Albian Hajdari"", ""Aldo Kalulu"", ""Aleksandar Dragovic"", ""Alex Nyarko"", ""Alexander Fransson"", ""Alexandre Quennoz"", ""Amir Abrashi"", ""Andi Zeqiri"", ""Andraz Sporar"", ""Andrea Padula"", ""Andrej Bacanin"", ""Andrin Hunziker"", ""André Muff"", ""Andy Diouf"", ""Andy Pelmard"", ""Anton Kade"", ""Antonio Esposito"", ""Antônio da Silva"", ""Argemiro Veiga"", ""Arlind Ajeti"", ""Arnau Comas"", ""Arthur Cabral"", ""Axel Kayombo"", ""Becir Omeragic"", ""Beg Ferati"", ""Behrang Safari"", ""Benjamin Huggel"", ""Benjamin Kololli"", ""Bernt Haas"", ""Birkir Bjarnason"", ""Blas Riveros"", ""Boris Smiljanic"", ""Bradley Fink"", ""Breel Embolo"", ""Bruno Berner"", ""Bruno Sutter"", ""Bénie Traoré"", ""Cabral"", ""Carlitos"", ""Carlos Zambrano"", ""Cedric Itten"", ""Christian Giménez"", ""Cristiano"", ""César Carignano"", ""Dan Ndoye"", ""Daniel Høegh"", ""Daniel Majstorović"", ""Darian Males"", ""Darko Jevtic"", ""David Abraham"", ""David Degen"", ""Davide Callà"", ""Dereck Kutesa"", ""Derlis González"", ""Didier Tholot"", ""Dimitri Oberlin"", ""Dion Kacuri"", ""Djamel Mesbah"", ""Djordje Jovanovic"", ""Djordje Nikolic"", ""Dominik Ritter"", ""Dominik Schmid"", ""Edon Zhegrova"", ""Eduardo"", ""Emil Bergström"", ""Emmanuel Essiam"", ""Eray Cömert"", ""Eren Derdiyok"", ""Eric Ramires"", ""Fabian Frei"", ""Fabian Schär"", ""Fabrice Henry"", ""Fedor Chalov"", ""Feliciano Magro"", ""Felipe Caicedo"", ""Felix Gebhardt"", ""Finn van Breemen"", ""Flavius Daniliuc"", ""François Marque"", ""Gabriel Sigua"", ""Gastón Sauro"", ""Genséric Kusunga"", ""Geoffroy Serey Dié"", ""Germano Vailati"", ""Gezim Pepsi"", ""Giacomo Koloto"", ""Gilles Yapi"", ""Giovanni Sio"", ""Gonçalo Cardoso"", ""Granit Xhaka"", ""Grégory Duruz"", ""Hakan Yakin"", ""Heinz Lindner"", ""Hervé Tum"", ""Hugo Novoa"", ""Hugo Vogel"", ""Ibrahim Salah"", ""Ivan Ergic"", ""Ivan Ivanov"", ""Ivan Rakitic"", ""Ivan Rakitić"", ""Jasper van der Werff"", ""Jean-Kévin Augustin"", ""Jean-Michel Tchouga"", ""Jean-Paul Boëtius"", ""Jean-Pierre La Placa"", ""Jeremy Agbonifo"", ""Joe Mendes"", ""Joelson Fernandes"", ""Jonas Adjetey"", ""Jonas Omlin"", ""Jonathan Dubasin"", ""Jordi Quintillà"", ""Jorge"", ""Jozef Pukaj"", ""Ju-ho Park"", ""Juan Carlos Gauto"", ""Julian Von Moos"", ""Julien Duranville"", ""Julio Hernán Rossi"", ""Junior Zé"", ""Jürgen Gjasula"", ""Kaio Eduardo"", ""Kaly Sène"", ""Kasim Adams"", ""Kay Voser"", ""Keigo Tsunemoto"", ""Kemal Ademi"", ""Kevin Bua"", ""Kevin Carlos"", ""Kevin Rüegg"", ""Kléber"", ""Koba Koindredi"", ""Koji Nakata"", ""Konstantinos Dimitriou"", ""Kwang-ryong Pak"", ""Leon Avdullahu"", ""Liam Chipperfield"", ""Liam Millar"", ""Luan"", ""Luca Zuffi"", ""Léo Lacroix"", ""Léo Leroy"", ""Manuel Akanji"", ""Marc Janko"", ""Marcelo Díaz"", ""Marco Aratore"", ""Marco Streller"", ""Marco Zwyssig"", ""Marek Suchy"", ""Mariano Armentano"", ""Marin Soticek"", ""Mario Cantaluppi"", ""Mario Frick"", ""Marko Perovic"", ""Markus Steinhöfer"", ""Martin Hansen"", ""Martin Liechti"", ""Marvin Akahomen"", ""Marwin Hitz"", ""Matías Delgado"", ""Maurice Malone"", ""Metinho"", ""Michael Lang"", ""Michel Morganella"", ""Mile Sterjovski"", ""Mirko Salvi"", ""Mladen Petric"", ""Mladen Petrić"", ""Mohamed Dräger"", ""Mohamed Elneny"", ""Mohamed Elyounoussi"", ""Mohamed Salah"", ""Moritz Broschinski"", ""Moussa Cissé"", ""Murat Yakin"", ""Musa Araz"", ""Naser Aliji"", ""Nasser Djiga"", ""Neftali Manzambi"", ""Nicolas Hunziker"", ""Nicolas Vouilloz"", ""Nils de Mol"", ""Noah Katterbach"", ""Noah Okafor"", ""Noah Streit"", ""Oliver Stöckli"", ""Omar Alderete"", ""Orges Bunjaku"", ""Orhan Mustafi"", ""Pajtim Kasami"", ""Pascal Schürpf"", ""Pascal Zuberbühler"", ""Patrick Müller"", ""Patrik Baumann"", ""Pedro Pacheco"", ""Philip Otele"", ""Philipp Degen"", ""Philippe Cravero"", ""Radoslav Kovac"", ""Raoul Petretta"", ""Raphael Kehrli"", ""Raúl Bobadilla"", ""Renato Steffen"", ""Renato Veiga"", ""Reto Zanni"", ""Riccardo Calafiori"", ""Riccardo Meili"", ""Ricky van Wolfswinkel"", ""Robertino Di Flumeri"", ""Romário Baró"", ""Roméo Beney"", ""Samuele Campo"", ""Samuele Preisig"", ""Sandro Wieser"", ""Sayfallah Ltaief"", ""Scott Chipperfield"", ""Sebastiano Esposito"", ""Sergio López"", ""Serkan Şahin"", ""Seydou Doumbia"", ""Shkëlzen Gashi"", ""Signori Antonio"", ""Silvan Widmer"", ""Simon Grether"", ""Simone Grippo"", ""Stefan Wessels"", ""Strahinja Pavlović"", ""Sébastien Barberis"", ""Taulant Xhaka"", ""Thierno Barry"", ""Thierry Ebe"", ""Thimothée Atouba"", ""Thomas Häberli"", ""Thomas Mandl"", ""Tician Tushi"", ""Tim Pfeiffer"", ""Tim Spycher"", ""Timm Klose"", ""Tomás Tavares"", ""Tomáš Vaclík"", ""Vaclav Pechoucek"", ""Veljko Simic"", ""Vratislav Lokvenc"", ""Walter Samuel"", ""Wouter Burger"", ""Xherdan Shaqiri"", ""Yann Sommer"", ""Yannick Hasler"", ""Yoichiro Kakitani"", ""Yusuf Demir"", ""Zdravko Kuzmanovic"", ""Zeki Amdouni"", ""Ádám Szalai"", ""Çetin Güner"", ""Éder Balanta""]"
21,Dan Ndoye,Switzerland,Attack,4,2,Played for Switzerland,Switzerland,"[""Played for Basel"", ""Played for Switzerland""]","[""Basel"", ""Switzerland""]","[""Albian Ajeti"", ""Alexandre Quennoz"", ""Andi Zeqiri"", ""Andrin Hunziker"", ""André Muff"", ""Antonio Esposito"", ""Becir Omeragic"", ""Beg Ferati"", ""Benjamin Huggel"", ""Bernt Haas"", ""Boris Smiljanic"", ""Bradley Fink"", ""Breel Embolo"", ""Bruno Berner"", ""Bruno Sutter"", ""Cabral"", ""Cedric Itten"", ""Dan Ndoye"", ""Darian Males"", ""Darko Jevtic"", ""David Degen"", ""Davide Callà"", ""Dereck Kutesa"", ""Dimitri Oberlin"", ""Dion Kacuri"", ""Dominik Ritter"", ""Dominik Schmid"", ""Eray Cömert"", ""Eren Derdiyok"", ""Fabian Frei"", ""Fabian Schär"", ""Feliciano Magro"", ""Germano Vailati"", ""Giacomo Koloto"", ""Granit Xhaka"", ""Grégory Duruz"", ""Hakan Yakin"", ""Jasper van der Werff"", ""Jean-Pierre La Placa"", ""Jonas Omlin"", ""Julian Von Moos"", ""Junior Zé"", ""Kay Voser"", ""Kemal Ademi"", ""Kevin Bua"", ""Kevin Rüegg"", ""Liam Chipperfield"", ""Luca Zuffi"", ""Léo Lacroix"", ""Manuel Akanji"", ""Marco Aratore"", ""Marco Streller"", ""Marco Zwyssig"", ""Mario Cantaluppi"", ""Martin Liechti"", ""Marvin Akahomen"", ""Marwin Hitz"", ""Michael Lang"", ""Michel Morganella"", ""Mirko Salvi"", ""Murat Yakin"", ""Musa Araz"", ""Neftali Manzambi"", ""Nicolas Hunziker"", ""Nicolas Vouilloz"", ""Nils de Mol"", ""Noah Okafor"", ""Noah Streit"", ""Oliver Stöckli"", ""Orges Bunjaku"", ""Orhan Mustafi"", ""Pajtim Kasami"", ""Pascal Schürpf"", ""Pascal Zuberbühler"", ""Patrick Müller"", ""Patrik Baumann"", ""Philipp Degen"", ""Philippe Cravero"", ""Raphael Kehrli"", ""Renato Steffen"", ""Reto Zanni"", ""Riccardo Meili"", ""Roméo Beney"", ""Samuele Campo"", ""Samuele Preisig"", ""Silvan Widmer"", ""Simon Grether"", ""Simone Grippo"", ""Sébastien Barberis"", ""Thierry Ebe"", ""Thomas Häberli"", ""Tician Tushi"", ""Tim Spycher"", ""Timm Klose"", ""Xherdan Shaqiri"", ""Yann Sommer"", ""Yannick Hasler"", ""Zeki Amdouni""]"
21,Dan Ndoye,Switzerland,Attack,4,3,Played for Lausanne-Sport,Lausanne-Sport,"[""Played for Basel"", ""Played for Switzerland"", ""Played for Lausanne-Sport""]","[""Basel"", ""Switzerland"", ""Lausanne-Sport""]","[""Andi Zeqiri"", ""Cabral"", ""Dan Ndoye"", ""Dominik Schmid"", ""Jean-Pierre La Placa"", ""Musa Araz"", ""Samuele Campo"", ""Simone Grippo"", ""Sébastien Barberis"", ""Thierry Ebe"", ""Zeki Amdouni""]"
21,Dan Ndoye,Switzerland,Attack,4,4,Played for Forest,Forest,"[""Played for Basel"", ""Played for Switzerland"", ""Played for Lausanne-Sport"", ""Played for Forest""]","[""Basel"", ""Switzerland"", ""Lausanne-Sport"", ""Forest""]","[""Dan Ndoye""]"
22,Achraf Hakimi,Morocco,Defender,3,1,Played for Paris Saint-Germain,Paris Saint-Germain,"[""Played for Paris Saint-Germain""]","[""Paris Saint-Germain""]","[""Abdou Diallo"", ""Achraf Hakimi"", ""Adaílton"", ""Adil Aouchiche"", ""Adrien Rabiot"", ""Agostinho"", ""Ahmed Kantari"", ""Alessandro Florenzi"", ""Alex"", ""Alex Nyarko"", ""Alexandre Letellier"", ""Ali Benarbia"", ""Alioune Touré"", ""Aloisio Chulapa"", ""Alphonse Areola"", ""Amara Diané"", ""Ander Herrera"", ""André Luiz"", ""Anfane Ahamada"", ""Angel Di Maria"", ""Antoine Bernede"", ""Antoine Conte"", ""Arnau Tenas"", ""Arnaud Kalimuendo"", ""Arthur Zagré"", ""Ayman Kari"", ""Bandiougou Fadiga"", ""Bartholomew Ogbeche"", ""Benjamin Stambouli"", ""Benoît Cauet"", ""Bernard Lama"", ""Bernard Mendy"", ""Blaise Matuidi"", ""Bradley Barcola"", ""Carlos Bueno"", ""Carlos Soler"", ""Ceará"", ""Cher Ndour"", ""Chiguy Lucau"", ""Christian Potel"", ""Christophe Jallet"", ""Christopher Nkunku"", ""Claude Makélélé"", ""Clément Chantôme"", ""Colin Dagba"", ""Cristian Rodríguez"", ""Cristóbal Parralo"", ""César"", ""Dani Alves"", ""Danilo Pereira"", ""David Beckham"", ""David Ginola"", ""David Luiz"", ""David Rozehnal"", ""Denis Franchi"", ""Didier Digard"", ""Didier Domi"", ""Diego Lugano"", ""Djeidi Gassama"", ""Dro Fernández"", ""Désiré Doué"", ""Edinson Cavani"", ""Edouard Michut"", ""El Chadaille Bitshiabu"", ""Eric-Maxim Choupo-Moting"", ""Ezequiel Lavezzi"", ""Fabián Ruiz"", ""Fabrice Abriel"", ""Fabrice Fiorèse"", ""Filipe Teixeira"", ""Francis Llacer"", ""Franck Dja Djédjé"", ""Frédéric Déhu"", ""Gabriel Heinze"", ""Gabriel Moscardo"", ""Garissone Innocent"", ""George Weah"", ""Georginio Wijnaldum"", ""Gianluigi Buffon"", ""Gianluigi Donnarumma"", ""Giovani Lo Celso"", ""Godwin Okpara"", ""Gonçalo Guedes"", ""Gonçalo Ramos"", ""Gregory van der Wiel"", ""Grzegorz Krychowiak"", ""Grégory Bourillon"", ""Grégory Coupet"", ""Grégory Paisley"", ""Guillaume Hoarau"", ""Hakan Yakin"", ""Hatem Ben Arfa"", ""Hervin Ongenda"", ""Hugo Ekitiké"", ""Hugo Leal"", ""Ibrahim Mbaye"", ""Idrissa Gueye"", ""Ilya Zabarnyi"", ""Ilyes Housni"", ""Ismaël Gharbi"", ""Javier Pastore"", ""Jay-Jay Okocha"", ""Jean-Christophe Bahebeck"", ""Jean-Claude Fernandes"", ""Jean-Claude Lanoizelet"", ""Jean-Hugues Ateba"", ""Jean-Kévin Augustin"", ""Jesé"", ""Jonathan Ikoné"", ""João Neves"", ""Juan Bernat"", ""Julian Draxler"", ""Junior Dina Ebimbe"", ""Jérémy Ménez"", ""Jérôme Alonzo"", ""Jérôme Leroy"", ""Jérôme Rothen"", ""Kaba Diawara"", ""Kang-in Lee"", ""Kays Ruiz-Atil"", ""Kenny Nagera"", ""Kevin Trapp"", ""Keylor Navas"", ""Khvicha Kvaratskhelia"", ""Kingsley Coman"", ""Kylian Mbappé"", ""Kévin Gameiro"", ""Larrys Mabiala"", ""Lassana Diarra"", ""Laurent Leroy"", ""Laurent Robert"", ""Layvin Kurzawa"", ""Leandro Paredes"", ""Leonardo"", ""Lionel Létizi"", ""Lionel Messi"", ""Lionel Potillon"", ""Lorik Cana"", ""Loïck Landre"", ""Lucas Beraldo"", ""Lucas Chevalier"", ""Lucas Digne"", ""Lucas Hernández"", ""Lucas Moura"", ""Ludovic Giuly"", ""Mamadou Sakho"", ""Manuel Ugarte"", ""Marcin Bulka"", ""Marco Asensio"", ""Marco Verratti"", ""Mario Yepes"", ""Marko Pantelic"", ""Marquinhos"", ""Martín Cardetti"", ""Mathias Doumbé"", ""Mathieu Bodmer"", ""Mathyas Randriamamy"", ""Matvey Safonov"", ""Mauricio Pochettino"", ""Mauro Icardi"", ""Maxime Partouche"", ""Maxwell"", ""Mickaël Landreau"", ""Mike Maignan"", ""Mikel Arteta"", ""Milan Škriniar"", ""Mitchel Bakker"", ""Mohamed Benhamou"", ""Mohamed Sissoko"", ""Moise Kean"", ""Mory Diaw"", ""Moussa Diaby"", ""Moussa Sissako"", ""Moutanabi Bodiang"", ""Naoufel El Hannach"", ""Nathan Bitumazala"", ""Neeskens Kebano"", ""Nenê"", ""Neymar"", ""Nicolas Anelka"", ""Nicolas Cousin"", ""Nicolas Douchez"", ""Noha Lemina"", ""Noham Kamara"", ""Nordi Mukiele"", ""Nuno Mendes"", ""Odsonne Édouard"", ""Oumar Dieng"", ""Ousmane Dembélé"", ""Pablo Sarabia"", ""Pauleta"", ""Paulo César"", ""Peter Luccin"", ""Pierre-Alain Frau"", ""Presnel Kimpembe"", ""Quentin Ndjantou"", ""Rafael Alcântara"", ""Randal Kolo Muani"", ""Raí"", ""Renato Marin"", ""Renato Sanches"", ""Romain Rocchi"", ""Roméo Calenda"", ""Ronaldinho"", ""Rémy Descamps"", ""Salvatore Sirigu"", ""Samir Amirèche"", ""Samuel Piètre"", ""Selim Benachour"", ""Senny Mayulu"", ""Serge Aurier"", ""Sergey Semak"", ""Sergio Ramos"", ""Sergio Rico"", ""Stanley Nsoki"", ""Stéphane Dalmat"", ""Stéphane Gillet"", ""Stéphane Pédron"", ""Stéphane Sessègnon"", ""Stéphane Véron"", ""Sylvain Distin"", ""Sébastien Cibois"", ""Talal El Karkouri"", ""Tanguy Nianzou"", ""Teddy Alloh"", ""Thiago Motta"", ""Thiago Silva"", ""Thierno Baldé"", ""Thilo Kehrer"", ""Thomas Levaux"", ""Thomas Meunier"", ""Tidjany Touré"", ""Timothy Weah"", ""Timothée Pembélé"", ""Tripy Makonda"", ""Valdo"", ""Vedad Ibisevic"", ""Vincent Fernandez"", ""Vitinha"", ""Warren Zaïre-Emery"", ""Willian Pacho"", ""Willy Grondin"", ""Xavi Simons"", ""Yacine Adli"", ""Yann Lachuer"", ""Yannick Boli"", ""Yohan Cabaye"", ""Yoram Zague"", ""Youness Bengelloun"", ""Younousse Sankharé"", ""Youri Djorkaeff"", ""Youssouf Mulumbu"", ""Youssouf Sabaly"", ""Yuri Berchiche"", ""Zlatan Ibrahimović"", ""Ángel Di María"", ""Éric Cubilier""]"
22,Achraf Hakimi,Morocco,Defender,3,2,Played for Inter,Inter,"[""Played for Paris Saint-Germain"", ""Played for Inter""]","[""Paris Saint-Germain"", ""Inter""]","[""Achraf Hakimi"", ""Benoît Cauet"", ""Mauro Icardi"", ""Maxwell"", ""Milan Škriniar"", ""Rafael Alcântara"", ""Stéphane Dalmat"", ""Thiago Motta"", ""Youri Djorkaeff"", ""Zlatan Ibrahimović""]"
22,Achraf Hakimi,Morocco,Defender,3,3,Played for Real Madrid,Real Madrid,"[""Played for Paris Saint-Germain"", ""Played for Inter"", ""Played for Real Madrid""]","[""Paris Saint-Germain"", ""Inter"", ""Real Madrid""]","[""Achraf Hakimi""]"
23,Christian Pulisic,United States,Attack,4,1,Played for Chelsea,Chelsea,"[""Played for Chelsea""]","[""Chelsea""]","[""Aarón Anselmino"", ""Abdul Rahman Baba"", ""Adam Coombes"", ""Adrian Mutu"", ""Albert Ferrer"", ""Alcides"", ""Alec Chamberlain"", ""Alejandro Garnacho"", ""Aleksey Smertin"", ""Alex"", ""Alexandre Pato"", ""Alfie Gilchrist"", ""Amin Affane"", ""Andreas Christensen"", ""Andrey Santos"", ""Andriy Shevchenko"", ""André Schürrle"", ""Andy Dow"", ""Andy Ross"", ""Anjur Idrisson"", ""Anthony Grant"", ""Antonio Rüdiger"", ""Archange Nkumu"", ""Arjen Robben"", ""Armando Broja"", ""Ashley Cole"", ""Asier del Horno"", ""Asmir Begovic"", ""Axel Disasi"", ""Aziz Deen-Conteh"", ""Bashir Humphreys"", ""Ben Chilwell"", ""Ben Gordon"", ""Ben Sahar"", ""Benoît Badiashile"", ""Bernard Lambourde"", ""Bertrand Traoré"", ""Billy Clifford"", ""Billy Dodds"", ""Billy Gilmour"", ""Bosingwa"", ""Boudewijn Zenden"", ""Branislav Ivanovic"", ""Branislav Ivanović"", ""Brian Laudrup"", ""Caleb Wiley"", ""Callum Hudson-Odoi"", ""Carl Magnay"", ""Carlo Cudicini"", ""Carlton Cole"", ""Carney Chukwuemeka"", ""Celestine Babayaro"", ""Cesare Casadei"", ""Cesc Fàbregas"", ""Charly Musonda Jr."", ""Chris Sutton"", ""Christian Panucci"", ""Christian Pulisic"", ""Christopher Nkunku"", ""Claude Makélélé"", ""Claudio Pizarro"", ""Cole Palmer"", ""Conor Clifford"", ""Conor Gallagher"", ""Craig Forrest"", ""Craig Rocastle"", ""Cristian Cuevas"", ""César Azpilicueta"", ""Damien Duff"", ""Daniel Sturridge"", ""Danilo Pantic"", ""Danny Drinkwater"", ""Danny Granville"", ""Danny Hollands"", ""Danny Philliskirk"", ""Danny Slatter"", ""Danny Woodards"", ""Darren Barnard"", ""Dastan Satpaev"", ""David Datro Fofana"", ""David Luiz"", ""Davide Zappacosta"", ""Deco"", ""Deivid Washington"", ""Demba Ba"", ""Denis Zakaria"", ""Dennis Wise"", ""Didier Deschamps"", ""Didier Drogba"", ""Diego Costa"", ""Diego Moreira"", ""Djordje Petrovic"", ""Dário Essugo"", ""Ed de Goey"", ""Eden Hazard"", ""Edouard Mendy"", ""Eduardo"", ""Eidur Gudjohnsen"", ""Eiður Guðjohnsen"", ""Emerson"", ""Emmanuel Emegha"", ""Enzo Fernández"", ""Estêvão"", ""Ethan Ampadu"", ""Fabio Borini"", ""Facundo Buonanotte"", ""Fernando Torres"", ""Fikayo Tomori"", ""Filip Jørgensen"", ""Filipe Luís"", ""Franco Di Santo"", ""Frank Lampard"", ""Frank Leboeuf"", ""Frank Sinclair"", ""Gabriel Slonina"", ""Gabriele Ambrosetti"", ""Gary Cahill"", ""Gaël Kakuta"", ""George Saville"", ""George Weah"", ""Geovany Quenda"", ""Gianfranco Zola"", ""Glen Johnson"", ""Gonzalo Higuaín"", ""Graeme Le Saux"", ""Gustavo Lazzaretti"", ""Gustavo Poyet"", ""Gökhan Töre"", ""Hakim Ziyech"", ""Hernán Crespo"", ""Hilário"", ""Ian Maatsen"", ""Ian Pearce"", ""Izzy Brown"", ""Jack Cork"", ""Jacob Mellis"", ""Jacopo Sala"", ""Jadon Sancho"", ""Jake Clarke-Salter"", ""Jamal Blackman"", ""James Ashton"", ""James Russell"", ""Jamie Gittens"", ""Jean-Yves Anis"", ""Jeffrey Bruma"", ""Jes Högh"", ""Jesper Grønkjær"", ""Jhon Pírez"", ""Jimmy Floyd Hasselbaink"", ""Jimmy Smith"", ""Jiri Jarosik"", ""Jody Morris"", ""Joe Cole"", ""John Obi Mikel"", ""John Spencer"", ""John Terry"", ""Jon Harley"", ""Jonas Elmer"", ""Jorginho"", ""Jorrel Hato"", ""Josh Acheampong"", ""Josh McEachran"", ""João Félix"", ""João Pedro"", ""Juan Cuadrado"", ""Juan Mata"", ""Juan Sebastián Verón"", ""Juliano Belletti"", ""Junior Mendes"", ""Jürgen Macho"", ""Kaby"", ""Kai Havertz"", ""Kalidou Koulibaly"", ""Kendry Páez"", ""Kenedy"", ""Kenneth Omeruo"", ""Kepa Arrizabalaga"", ""Kevin De Bruyne"", ""Kevin Hitchcock"", ""Khalid Boulahrouz"", ""Kiernan Dewsbury-Hall"", ""Kurt Zouma"", ""Lassana Diarra"", ""Lee Sawyer"", ""Leon Knight"", ""Lesley Ugochukwu"", ""Levi Colwill"", ""Lewis Baker"", ""Lewis Hall"", ""Liam Bridcutt"", ""Liam Delap"", ""Loïc Rémy"", ""Lucas Bergström"", ""Lucas Piazón"", ""Magnus Hedman"", ""Malang Sarr"", ""Malo Gusto"", ""Mamadou Sarr"", ""Maniche"", ""Marc Cucurella"", ""Marc Guiu"", ""Marc Guéhi"", ""Marcel Desailly"", ""Marco Ambrosio"", ""Marco Amelia"", ""Marco van Ginkel"", ""Marcos Alonso"", ""Marcus Bettinelli"", ""Mario Melchiot"", ""Mario Pašalić"", ""Mario Stanic"", ""Mark Bosnich"", ""Mark Schwarzer"", ""Marko Mitrović"", ""Mason Mount"", ""Matej Delac"", ""Mateo Kovacic"", ""Mathis Amougou"", ""Matt Miazga"", ""Michael Ballack"", ""Michael Essien"", ""Michael Hector"", ""Michael Mancienne"", ""Michael Woods"", ""Michele Gallaccio"", ""Michy Batshuayi"", ""Mikael Forssell"", ""Mike Penders"", ""Milan Lalkovic"", ""Mohamed Salah"", ""Moisés Caicedo"", ""Muzzy Izzet"", ""Mykhaylo Mudryk"", ""N'Golo Kanté"", ""Nathan"", ""Nathan Aké"", ""Nathaniel Chalobah"", ""Neil Barrett"", ""Neil Clement"", ""Neil Shipperley"", ""Neil Sullivan"", ""Nemanja Matić"", ""Nick Colgan"", ""Niclas Heimann"", ""Nicolas Anelka"", ""Nicolas Jackson"", ""Njitap Geremi"", ""Noni Madueke"", ""Nuno Morais"", ""Ola Aina"", ""Olivier Giroud"", ""Omari Hutchinson"", ""Omari Kellyman"", ""Oriol Romeu"", ""Oscar"", ""Papy Djilobodji"", ""Patrick Bamford"", ""Patrick van Aanholt"", ""Paul Furlong"", ""Paulo Ferreira"", ""Pedro"", ""Pedro Neto"", ""Petr Cech"", ""Petr Čech"", ""Pierluigi Casiraghi"", ""Pierre Issa"", ""Pierre-Emerick Aubameyang"", ""Radamel Falcao"", ""Raheem Sterling"", ""Ramires"", ""Rati Aleksidze"", ""Raúl Meireles"", ""Reece James"", ""Renato Veiga"", ""Rhys Taylor"", ""Ricardo Carvalho"", ""Ricardo Quaresma"", ""Rob Green"", ""Robert Huth"", ""Robert Sánchez"", ""Robert Wolleaston"", ""Roberto Di Matteo"", ""Roger Freestone"", ""Rohan Ince"", ""Romelu Lukaku"", ""Roméo Lavia"", ""Ross Barkley"", ""Ross Turnbull"", ""Ruben Loftus-Cheek"", ""Ruud Gullit"", ""Ryan Bertrand"", ""Salomon Kalou"", ""Sam Hutchinson"", ""Sam Parkin"", ""Sam Walker"", ""Samuel Eto'o"", ""Samuele Dalla Bona"", ""Saúl Ñíguez"", ""Scott Minto"", ""Scott Parker"", ""Scott Sinclair"", ""Sebastian Kneißl"", ""Sergio Tejera"", ""Shaun Cummings"", ""Shaun Wright-Phillips"", ""Slavisa Jokanovic"", ""Slobodan Rajković"", ""Steve Sidwell"", ""Steven Watt"", ""Stipe Perica"", ""Tal Ben Haim"", ""Tammy Abraham"", ""Teddy Sharman-Lowe"", ""Thiago Silva"", ""Thibaut Courtois"", ""Thorgan Hazard"", ""Tiago Mendes"", ""Tiemoué Bakayoko"", ""Timo Werner"", ""Tino Anjorin"", ""Todd Kane"", ""Tom Boyd"", ""Tom Taiwo"", ""Tomas Kalas"", ""Tore André Flo"", ""Tosin Adarabioyo"", ""Trevoh Chalobah"", ""Tyrique George"", ""Ulises Dávila"", ""Valerio Di Cesare"", ""Victor Moses"", ""Wallace Oliveira"", ""Warren Cummings"", ""Wayne Bridge"", ""Wesley Fofana"", ""William Gallas"", ""Willian"", ""Willy Caballero"", ""Winston Bogarde"", ""Yossi Benayoun"", ""Yuriy Zhirkov"", ""Yves Makabu-Makalambay"", ""Álvaro Morata"", ""Ângelo"", ""Émerson Thome""]"
23,Christian Pulisic,United States,Attack,4,2,Played for AC Milan,AC Milan,"[""Played for Chelsea"", ""Played for AC Milan""]","[""Chelsea"", ""AC Milan""]","[""Alex"", ""Alexandre Pato"", ""Andriy Shevchenko"", ""Asmir Begovic"", ""Brian Laudrup"", ""Carlo Cudicini"", ""Christian Panucci"", ""Christian Pulisic"", ""Christopher Nkunku"", ""Fabio Borini"", ""Fernando Torres"", ""Fikayo Tomori"", ""George Weah"", ""Gonzalo Higuaín"", ""Hernán Crespo"", ""João Félix"", ""Marcel Desailly"", ""Marco Amelia"", ""Marco van Ginkel"", ""Mario Pašalić"", ""Michael Essien"", ""Olivier Giroud"", ""Pierre-Emerick Aubameyang"", ""Ruben Loftus-Cheek"", ""Ruud Gullit"", ""Samuele Dalla Bona"", ""Tammy Abraham"", ""Thiago Silva"", ""Tiemoué Bakayoko"", ""Winston Bogarde"", ""Álvaro Morata""]"
23,Christian Pulisic,United States,Attack,4,3,Played for Borussia Dortmund,Borussia Dortmund,"[""Played for Chelsea"", ""Played for AC Milan"", ""Played for Borussia Dortmund""]","[""Chelsea"", ""AC Milan"", ""Borussia Dortmund""]","[""Christian Pulisic"", ""Pierre-Emerick Aubameyang""]"
23,Christian Pulisic,United States,Attack,4,4,Played for United States,United States,"[""Played for Chelsea"", ""Played for AC Milan"", ""Played for Borussia Dortmund"", ""Played for United States""]","[""Chelsea"", ""AC Milan"", ""Borussia Dortmund"", ""United States""]","[""Christian Pulisic""]"
